,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
30,1.03,Very Good,I,VS1,62.9,53.0,6.45,6.5,4.07,5496.975253392793
31,0.34,Ideal,F,VVS2,61.3,56.0,4.52,4.56,2.78,560.2148347754908
32,0.73,Ideal,I,VVS1,61.7,53.0,5.8,5.84,3.59,3165.9278552147634
33,0.83,Ideal,D,SI2,62.1,56.0,6.0,6.04,3.74,3960.2287271161167
34,0.51,Very Good,G,SI1,63.0,53.0,5.1,5.13,3.22,1630.411250051914
35,1.06,Ideal,E,VS2,61.3,57.0,6.54,6.57,4.02,5762.576194333455
36,0.41,Ideal,D,VS1,61.8,57.0,4.75,4.8,2.95,1015.6352257074238
37,1.03,Ideal,F,VS2,60.4,56.0,6.59,6.56,3.97,5437.163998633716
38,0.32,Ideal,D,SI1,61.3,55.0,4.41,4.46,2.72,470.9010534075105
39,0.3,Premium,J,VS1,62.6,58.0,4.32,4.27,2.69,333.9980229678247
40,0.32,Very Good,D,VVS2,60.1,58.0,4.41,4.44,2.66,501.0028075449927
41,0.33,Ideal,G,VS1,61.7,56.0,4.44,4.47,2.75,531.7330348426403
42,0.25,Ideal,G,VS1,62.7,54.0,4.05,4.08,2.55,109.68722801286549
43,0.3,Ideal,F,VS1,61.0,56.0,4.37,4.35,2.66,318.18343818595645
44,1.26,Very Good,F,IF,60.0,60.0,7.04,7.09,4.24,7324.6336211126845
45,1.14,Ideal,J,VS1,61.6,56.0,6.71,6.73,4.14,6389.171304111407
46,1.51,Premium,H,SI1,62.8,60.0,7.22,7.14,4.51,9584.506812842463
47,0.51,Very Good,E,SI2,62.0,57.0,5.09,5.13,3.17,1666.816165662396
48,0.32,Ideal,G,IF,61.0,57.0,4.44,4.48,2.72,447.3337294814646
49,0.94,Premium,E,SI2,60.4,59.0,6.37,6.34,3.84,4748.980753501594
50,0.51,Premium,E,VS2,60.6,58.0,5.15,5.12,3.11,1645.3291129927743
51,1.12,Ideal,H,SI2,61.4,56.0,6.69,6.66,4.1,6213.677660863338
52,1.33,Premium,G,SI2,60.3,58.0,7.19,7.16,4.33,7869.673404499015
53,0.32,Premium,H,VS2,61.7,59.0,4.35,4.4,2.7,526.0899931032027
54,0.7,Ideal,E,VS2,62.6,57.0,5.63,5.68,3.54,3012.8477950888046
55,1.35,Ideal,H,VVS1,61.9,57.0,7.06,7.09,4.38,8151.552923197163
56,0.23,Good,F,VS2,63.8,57.0,3.93,3.84,2.48,13.944824838095656
57,0.9,Very Good,F,I1,61.9,59.0,6.16,6.18,3.82,4512.327825894485
58,1.03,Ideal,D,SI1,61.3,56.0,6.48,6.54,3.99,5520.472293357853
59,1.02,Good,E,SI2,62.8,64.0,6.36,6.32,3.98,5497.047757778861
60,0.55,Ideal,H,VVS2,61.7,57.0,5.28,5.26,3.25,1883.6349163599295
61,0.34,Ideal,E,IF,61.7,56.0,4.46,4.48,2.76,612.4343351678408
62,0.71,Premium,D,VVS2,60.0,58.0,5.92,5.84,3.53,2888.0127522715206
63,0.55,Good,G,SI1,63.6,61.0,5.22,5.16,3.3,1894.3019184346456
64,0.54,Ideal,G,VS2,61.5,55.0,5.24,5.27,3.23,1829.1060963978
65,1.23,Ideal,H,IF,61.3,57.0,6.87,6.92,4.23,7148.0213790411735
66,0.27,Premium,E,VVS1,60.6,58.0,4.18,4.2,2.54,222.86233221222255
67,0.53,Ideal,D,VS2,61.4,56.0,5.18,5.21,3.19,1792.899145507175
68,1.25,Ideal,G,SI2,61.1,55.0,6.95,6.99,4.26,7275.95336140394
69,0.34,Ideal,E,VVS2,62.3,57.0,4.48,4.44,2.78,577.7805499279584
70,0.36,Premium,I,VS2,62.7,59.0,4.54,4.58,2.86,706.237417471325
71,0.34,Ideal,G,SI1,61.2,57.0,4.56,4.53,2.78,520.3783248479622
72,1.12,Good,E,SI1,64.3,57.0,6.56,6.5,4.2,6249.796131362581
73,0.3,Ideal,H,VS1,61.6,55.0,4.27,4.3,2.64,410.23944850583575
74,0.36,Ideal,D,SI1,62.0,56.0,4.61,4.55,2.84,650.88787546135
75,0.71,Ideal,F,VVS1,61.1,54.0,5.78,5.84,3.55,3000.8272495283863
76,0.32,Premium,G,VS2,62.6,60.0,4.33,4.36,2.72,526.8185588358365
77,0.5,Premium,E,VS2,61.3,60.0,5.11,5.07,3.12,1565.356378400208
78,0.51,Very Good,E,SI1,63.3,59.0,5.09,5.05,3.21,1632.8909461551484
79,0.58,Ideal,J,VS1,61.9,58.0,5.31,5.35,3.3,2150.160167328
80,0.3,Ideal,F,IF,62.5,54.0,4.31,4.33,2.7,346.2400630475081
81,0.39,Ideal,G,VVS1,62.3,57.0,4.7,4.64,2.91,853.3158688237042
82,0.31,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,401.0980238954619
83,0.9,Very Good,H,VS1,60.5,63.0,6.13,6.16,3.72,4591.013805555236
84,0.81,Premium,G,SI2,61.7,57.0,5.99,5.94,3.68,3782.459068316847
85,0.7,Premium,E,SI2,61.1,61.0,5.74,5.69,3.49,2944.5903774334083
86,0.38,Very Good,J,VS2,60.5,60.0,4.64,4.68,2.82,859.5154423171398
87,0.71,Very Good,G,SI1,60.0,59.0,5.76,5.8,3.47,3056.6744709957266
88,0.71,Very Good,D,VS2,63.1,58.0,5.67,5.7,3.59,3055.295177285535
89,0.9,Very Good,H,VS1,62.1,59.0,6.09,6.14,3.8,4579.331792636646
90,0.74,Very Good,F,SI2,63.2,58.0,5.75,5.71,3.62,3276.7384634715354
91,1.5,Premium,H,VS2,62.4,59.0,7.32,7.29,4.56,9388.34278058562
92,1.5,Very Good,F,SI1,63.0,55.0,7.27,7.31,4.59,9419.004561884196
93,0.42,Ideal,F,VS1,61.0,57.0,4.87,4.84,2.96,1012.3348075563449
94,1.01,Premium,G,VS2,61.6,58.0,6.45,6.4,3.96,5337.919334717746
95,2.48,Premium,I,SI2,63.0,62.0,8.62,8.58,5.42,17993.047699585186
96,1.02,Ideal,F,VVS2,61.1,56.3,6.48,6.52,3.97,5426.106963468195
97,0.4,Ideal,D,VS2,61.3,57.0,4.77,4.75,2.92,904.636426949967
98,0.7,Ideal,F,SI1,61.3,57.0,5.76,5.79,3.54,2914.187070596504
99,1.01,Good,E,VS2,62.5,58.0,6.32,6.36,3.96,5446.973096771742
100,1.13,Very Good,I,VS2,60.7,58.0,6.72,6.75,4.09,6308.434861805714
101,1.09,Ideal,I,VS2,61.9,56.0,6.62,6.67,4.09,5975.3344950906085
102,0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,2988.1600343774044
103,1.0,Premium,F,SI1,60.8,59.0,6.44,6.38,3.9,5274.4470548651
104,1.52,Ideal,H,VS2,61.8,54.0,7.42,7.43,4.59,9508.976625023824
105,0.41,Ideal,G,VVS2,62.2,56.0,4.75,4.8,2.97,1004.6114945604827
106,0.43,Very Good,J,VS2,60.9,59.0,4.86,4.9,2.97,1126.9964693692855
107,0.31,Very Good,E,SI2,60.8,61.0,4.39,4.43,2.68,403.7659104993811
108,0.33,Ideal,G,VS2,62.2,56.0,4.47,4.44,2.77,489.7183815113003
109,0.7,Premium,E,VS2,61.0,59.0,5.74,5.7,3.49,2946.075097085079
110,0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77,544.2766276217453
111,1.16,Premium,H,SI2,62.6,57.0,6.75,6.67,4.2,6516.6486852545595
112,0.51,Ideal,E,VS2,61.8,57.0,5.15,5.14,3.18,1609.7154932818214
113,1.13,Good,G,I1,63.4,58.0,6.58,6.61,4.18,6361.8802249248965
114,0.52,Premium,E,VS2,62.5,60.0,5.1,5.14,3.2,1745.3393225837845
115,0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,51.95992043403862
116,0.5,Fair,F,SI1,64.7,60.0,4.99,4.84,3.18,1604.2836858885082
117,1.08,Very Good,D,VS1,60.5,58.0,6.53,6.63,3.98,6007.216805747007
118,0.3,Premium,G,VS1,62.2,59.0,4.31,4.28,2.67,355.3520615095665
119,0.48,Ideal,J,VS1,62.2,54.0,5.01,5.06,3.13,1441.976427139842
120,1.51,Ideal,J,VS1,61.6,58.0,7.35,7.43,4.55,9490.523579786352
121,1.03,Premium,F,SI2,62.4,59.0,6.45,6.38,4.0,5517.7416765870385
122,0.31,Very Good,G,VVS2,63.4,59.0,4.29,4.26,2.71,450.4459571318587
123,0.4,Ideal,G,IF,62.3,55.0,4.74,4.76,2.96,910.6104475371417
124,1.03,Ideal,E,VS2,61.7,56.0,6.45,6.54,4.01,5535.9853254403
125,1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,6539.851726314288
126,1.04,Very Good,J,SI2,62.8,57.0,6.44,6.5,4.06,5613.7523284426525
127,0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,3011.2985073083255
128,0.29,Very Good,H,VVS2,61.2,56.0,4.26,4.29,2.61,331.7162915844474
129,1.09,Ideal,G,SI2,61.2,57.0,6.68,6.63,4.07,5927.345821172093
130,0.74,Ideal,F,VS1,62.3,56.0,5.76,5.79,3.6,3290.7943640887133
131,0.42,Ideal,D,VS2,62.4,55.0,4.82,4.8,3.0,1028.5764053714247
132,0.54,Ideal,I,SI1,62.0,55.0,5.21,5.25,3.24,1847.1615547503754
133,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,1661.6685829552425
134,1.01,Premium,F,SI2,58.8,61.0,6.53,6.46,3.82,5353.229068711326
135,1.0,Premium,H,VS2,59.4,61.0,6.51,6.46,3.85,5251.965025743914
136,1.02,Premium,H,VS2,61.0,60.0,6.5,6.46,3.95,5410.531201218854
137,0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,3225.108798851762
138,1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,5319.828734384678
139,0.33,Good,D,SI1,63.1,55.0,4.38,4.4,2.77,563.3897925927793
140,1.22,Ideal,F,VS1,62.3,57.0,6.79,6.83,4.24,7097.492116814441
141,0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,417.7314927632617
142,1.07,Premium,G,SI1,60.5,62.0,6.69,6.6,4.02,5736.766158874787
143,1.01,Very Good,E,VVS2,60.2,60.0,6.46,6.5,3.9,5376.992136932148
144,0.23,Very Good,F,IF,59.5,58.0,4.0,4.03,2.39,29.84217417917057
145,0.35,Very Good,D,VS1,60.9,58.0,4.54,4.56,2.77,650.4551465959605
146,0.55,Ideal,F,VVS2,60.7,56.0,5.31,5.34,3.23,1879.9996414908496
147,0.9,Ideal,G,SI1,61.9,59.0,6.16,6.19,3.82,4513.812545546155
148,0.72,Ideal,G,VVS1,62.2,57.0,5.72,5.75,3.57,3131.9341897084432
149,0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78,3991.192061114115
150,1.04,Ideal,H,SI1,61.9,57.0,6.49,6.46,4.01,5591.144838987676
151,0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47,3049.313602904269
152,0.43,Ideal,F,SI1,61.3,56.0,4.9,4.86,2.99,1074.6515086431455
153,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,521.0384445815234
154,1.72,Fair,D,SI2,64.6,58.0,7.53,7.46,4.84,11326.725114132814
155,1.13,Ideal,G,SI1,61.8,55.0,6.71,6.75,4.16,6278.6973905345485
156,0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,1726.5904404790672
157,0.3,Very Good,G,VS1,62.5,55.0,4.25,4.32,2.68,408.8526010015528
158,1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,9636.679559073236
159,2.02,Fair,H,SI2,56.5,61.0,8.33,8.37,4.72,13892.918621863912
160,0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73,486.7138002274655
161,0.7,Very Good,G,I1,61.5,63.0,5.73,5.65,3.5,2941.985220996384
162,1.26,Premium,I,SI1,60.5,62.0,6.97,6.92,4.2,7383.359963530071
163,0.3,Premium,D,VS2,62.5,59.0,4.28,4.23,2.66,379.97709205407
164,0.59,Very Good,H,VS1,62.1,55.0,5.37,5.41,3.35,2180.8552526451545
165,0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,3880.585133409374
166,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,894.2376735560936
167,0.31,Ideal,H,IF,62.1,54.0,4.33,4.37,2.7,436.9073879011901
168,1.26,Ideal,I,SI2,62.0,56.0,7.0,6.94,4.32,7293.650252722377
169,1.51,Very Good,F,SI2,62.7,60.0,7.25,7.32,4.57,9551.623809902323
170,0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,1962.1856614677201
171,0.31,Ideal,G,VVS1,62.5,55.0,4.34,4.33,2.71,416.6110559779079
172,0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,1902.479832650122
173,0.96,Premium,E,SI2,58.2,58.0,6.52,6.47,3.78,4873.508729733718
174,0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,1739.827457010314
175,1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,5523.682393155636
176,1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,5716.946300525345
177,1.21,Ideal,H,SI1,62.1,59.0,6.81,6.75,4.21,6982.039159101972
178,2.02,Fair,H,VS2,64.5,57.0,8.0,7.95,5.14,13890.966437931238
179,1.52,Ideal,G,VS2,62.1,56.0,7.39,7.34,4.57,9533.174642535118
180,2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,14021.399988751464
181,0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56,333.43411793646806
182,0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,2942.756482503602
183,0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,3042.620408340463
184,2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,16775.528520639826
185,0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28,2106.688382531391
186,0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,1826.1366570944588
187,1.2,Very Good,I,SI1,62.9,54.0,6.75,6.77,4.25,6913.615040836947
188,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,1726.1634274458552
189,1.57,Premium,F,SI2,60.2,60.0,7.49,7.43,4.49,10014.274275222915
190,0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,2957.008509878723
191,1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,10034.738763254572
192,1.02,Very Good,D,VS2,63.2,58.0,6.4,6.36,4.03,5440.044957545673
193,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,9324.245522979903
194,0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,3053.3149986015806
195,0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,1001.2132042620163
196,2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,13811.539005374747
197,0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,382.713424657062
198,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,1149.147519642734
199,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,2934.7849552192088
200,1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,6871.824102449952
201,1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,5684.452462258876
202,0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,2982.5502966565473
203,0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,1774.8436871545996
204,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,5980.685758349797
205,0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8,4691.26099971686
206,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,3028.1556911204707
207,0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,2037.4102381999414
208,0.71,Very Good,G,VS2,63.5,59.0,5.67,5.63,3.59,3044.9021397238403
209,0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,4354.194379284933
210,1.06,Ideal,G,SI1,62.9,56.0,6.52,6.49,4.09,5729.806553592053
211,0.86,Premium,H,SI2,61.0,58.0,6.15,6.12,3.74,4146.681533382321
212,1.1,Premium,G,VS2,60.2,58.0,6.75,6.71,4.05,5990.747817063754
213,0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57,2940.331962773172
214,1.04,Premium,G,VS1,61.5,61.0,6.56,6.51,4.02,5531.137457470655
215,0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,4733.077688328343
216,1.1,Premium,F,I1,59.8,61.0,6.7,6.65,3.99,6059.138631310199
217,2.12,Premium,H,SI2,62.3,58.0,8.25,8.16,5.12,14736.225805517617
218,0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78,515.1974381222287
219,0.9,Fair,I,VS2,65.8,55.0,6.05,6.01,3.97,4501.711073388445
220,0.71,Ideal,E,VS1,62.0,57.0,5.72,5.66,3.53,3038.199553404031
221,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,11518.780104325784
222,0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7,3778.9216655951545
223,0.75,Good,I,VVS1,63.9,61.0,5.7,5.67,3.63,3411.935279740286
224,0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,957.3808125229168
225,0.34,Ideal,G,VS2,62.1,55.0,4.49,4.46,2.78,571.9044014881708
226,0.35,Premium,F,VS2,61.8,58.0,4.48,4.52,2.78,692.0779288745814
227,1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,7685.702132297961
228,1.7,Premium,G,SI1,61.7,58.0,7.69,7.6,4.72,11067.284928781268
229,1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,5332.442611124769
230,0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,1415.6451824244018
231,0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,2978.1846180929188
232,1.01,Ideal,G,VS1,61.3,56.0,6.49,6.44,3.96,5308.475862351913
233,0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,4668.17586519683
234,0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,416.3095032784854
235,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,384.1296983096606
236,0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,2994.792336736229
237,1.01,Premium,H,IF,62.1,59.0,6.47,6.41,4.0,5299.665416589277
238,1.5,Very Good,H,SI2,62.5,60.0,7.25,7.32,4.55,9460.227919316007
239,0.9,Very Good,D,VS1,62.2,58.0,6.14,6.18,3.83,4524.507135807273
240,0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,44.63419432307319
241,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,130.93584061312754
242,0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,599.2657646356668
243,0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,3207.480353532399
244,0.4,Very Good,G,IF,61.2,57.0,4.77,4.79,2.92,910.5753055566498
245,0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,350.1693368219194
246,1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,5289.005968308653
247,0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,1621.201379442468
248,1.72,Premium,F,I1,60.1,58.0,7.77,7.74,4.66,11255.216738866964
249,0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1593.9436042745374
250,0.7,Ideal,E,VS1,62.2,58.0,5.67,5.71,3.54,2981.9196030713
251,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1767.092785972335
252,1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,5359.308515239981
253,0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,426.57708050639053
254,1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04,5395.517304092519
255,1.24,Good,E,SI1,63.5,55.0,6.82,6.86,4.35,7219.618234698406
256,1.01,Very Good,I,SI1,60.1,59.0,6.44,6.47,3.88,5401.252884610335
257,1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,5707.655503318605
258,0.9,Good,G,SI1,63.7,60.0,6.11,6.07,3.88,4507.1526550009285
259,0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,1966.2479493700132
260,0.8,Very Good,F,SI1,61.6,56.0,5.96,6.0,3.68,3715.4845277230006
261,0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,336.96746227116614
262,0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,3419.8819252173266
263,1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,6919.054784487518
264,1.51,Very Good,J,VS1,61.4,57.0,7.3,7.38,4.51,9549.375382537526
265,1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,6967.442883252845
266,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,3002.9093587467246
267,0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,1801.4155923644796
268,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1324.2768800244867
269,0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,976.2257288131078
270,0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,776.208985554915
271,0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,2083.9123545048733
272,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,3081.59921627774
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,9412.427818361342
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,7868.059346643291
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,5334.712910843791
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,1024.2850691557771
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,815.3853757488821
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,613.5880759717732
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,354.9877786432485
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,6273.87894871322
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,779.1784248582564
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,863.2467513716942
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1591.1093995241579
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,385.7455941272988
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,11373.585797471886
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,7390.816865807003
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,5344.917757904802
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,10100.68134745445
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,816.8700954005528
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,17210.027195330535
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,5413.502478484109
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,425.02963068782446
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,14183.88788420672
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,3006.145208768995
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,5275.158675047639
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,9802.214731586913
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,527.999887826172
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,9482.218367275173
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,122.3193011833539
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,5236.618311807929
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,1053.9851780213685
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,5541.246270346191
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,10031.44018306541
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,5403.207313069802
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,18209.9865772475
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,3006.215492729981
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,4844.438931990205
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,460.6058879932041
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,7371.6446465929
310,2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,16024.500881733613
