carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.65,Premium,G,SI1,61.9,58.0,5.54,5.51,3.42,2541.601223315558
0.41,Premium,D,VVS2,62.2,58.0,4.8,4.78,2.98,931.2488268359848
0.7,Very Good,I,I1,63.2,59.0,5.62,5.59,3.54,2717.1086592790953
1.03,Very Good,I,VS1,62.9,53.0,6.45,6.5,4.07,5516.9123121545945
0.34,Ideal,F,VVS2,61.3,56.0,4.52,4.56,2.78,664.2849487942481
0.73,Ideal,I,VVS1,61.7,53.0,5.8,5.84,3.59,3344.297072524534
0.83,Ideal,D,SI2,62.1,56.0,6.0,6.04,3.74,4203.399183020571
0.51,Very Good,G,SI1,63.0,53.0,5.1,5.13,3.22,1550.8615389455863
1.06,Ideal,E,VS2,61.3,57.0,6.54,6.57,4.02,6149.636207833824
0.41,Ideal,D,VS1,61.8,57.0,4.75,4.8,2.95,1126.77926862519
1.03,Ideal,F,VS2,60.4,56.0,6.59,6.56,3.97,5781.72479233205
0.32,Ideal,D,SI1,61.3,55.0,4.41,4.46,2.72,585.9988275485271
0.3,Premium,J,VS1,62.6,58.0,4.32,4.27,2.69,380.7911628542438
0.32,Very Good,D,VVS2,60.1,58.0,4.41,4.44,2.66,452.2551178633762
0.33,Ideal,G,VS1,61.7,56.0,4.44,4.47,2.75,648.6861854221106
0.25,Ideal,G,VS1,62.7,54.0,4.05,4.08,2.55,251.58403044734723
0.3,Ideal,F,VS1,61.0,56.0,4.37,4.35,2.66,431.6533858070766
1.26,Very Good,F,IF,60.0,60.0,7.04,7.09,4.24,7280.422957762077
1.14,Ideal,J,VS1,61.6,56.0,6.71,6.73,4.14,6826.170959206598
1.51,Premium,H,SI1,62.8,60.0,7.22,7.14,4.51,9583.837172747375
0.51,Very Good,E,SI2,62.0,57.0,5.09,5.13,3.17,1608.9477966811687
0.32,Ideal,G,IF,61.0,57.0,4.44,4.48,2.72,555.4195391310705
0.94,Premium,E,SI2,60.4,59.0,6.37,6.34,3.84,4587.49821133012
0.51,Premium,E,VS2,60.6,58.0,5.15,5.12,3.11,1562.5203186676003
1.12,Ideal,H,SI2,61.4,56.0,6.69,6.66,4.1,6638.127815626969
1.33,Premium,G,SI2,60.3,58.0,7.19,7.16,4.33,7711.867527766474
0.32,Premium,H,VS2,61.7,59.0,4.35,4.4,2.7,559.490304883217
0.7,Ideal,E,VS2,62.6,57.0,5.63,5.68,3.54,3200.3568516416585
1.35,Ideal,H,VVS1,61.9,57.0,7.06,7.09,4.38,8758.755156575613
0.23,Good,F,VS2,63.8,57.0,3.93,3.84,2.48,-373.3100631987504
0.9,Very Good,F,I1,61.9,59.0,6.16,6.18,3.82,4371.662148859495
1.03,Ideal,D,SI1,61.3,56.0,6.48,6.54,3.99,5882.752703842454
1.02,Good,E,SI2,62.8,64.0,6.36,6.32,3.98,4858.020564276241
0.55,Ideal,H,VVS2,61.7,57.0,5.28,5.26,3.25,2005.9315726629627
0.34,Ideal,E,IF,61.7,56.0,4.46,4.48,2.76,737.6473534192337
0.71,Premium,D,VVS2,60.0,58.0,5.92,5.84,3.53,2708.1064135208103
0.55,Good,G,SI1,63.6,61.0,5.22,5.16,3.3,1352.6243307190657
0.54,Ideal,G,VS2,61.5,55.0,5.24,5.27,3.23,1947.8892379183965
1.23,Ideal,H,IF,61.3,57.0,6.87,6.92,4.23,7656.622958502335
0.27,Premium,E,VVS1,60.6,58.0,4.18,4.2,2.54,256.56214335366303
0.53,Ideal,D,VS2,61.4,56.0,5.18,5.21,3.19,1921.0523210299546
1.25,Ideal,G,SI2,61.1,55.0,6.95,6.99,4.26,7787.947916487386
0.34,Ideal,E,VVS2,62.3,57.0,4.48,4.44,2.78,697.3035609622289
0.36,Premium,I,VS2,62.7,59.0,4.54,4.58,2.86,729.8542990516903
0.34,Ideal,G,SI1,61.2,57.0,4.56,4.53,2.78,618.8049167159729
1.12,Good,E,SI1,64.3,57.0,6.56,6.5,4.2,5524.816205325319
0.3,Ideal,H,VS1,61.6,55.0,4.27,4.3,2.64,550.4958225103387
0.36,Ideal,D,SI1,62.0,56.0,4.61,4.55,2.84,754.9265694871924
0.71,Ideal,F,VVS1,61.1,54.0,5.78,5.84,3.55,3162.069258236371
0.32,Premium,G,VS2,62.6,60.0,4.33,4.36,2.72,579.4741322987079
0.5,Premium,E,VS2,61.3,60.0,5.11,5.07,3.12,1500.7258028042913
0.51,Very Good,E,SI1,63.3,59.0,5.09,5.05,3.21,1314.7468753847575
0.58,Ideal,J,VS1,61.9,58.0,5.31,5.35,3.3,2294.5135825911234
0.3,Ideal,F,IF,62.5,54.0,4.31,4.33,2.7,463.4197390977265
0.39,Ideal,G,VVS1,62.3,57.0,4.7,4.64,2.91,963.500084171545
0.31,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,524.089270770764
0.9,Very Good,H,VS1,60.5,63.0,6.13,6.16,3.72,4466.391052669305
0.81,Premium,G,SI2,61.7,57.0,5.99,5.94,3.68,3674.1097505383914
0.7,Premium,E,SI2,61.1,61.0,5.74,5.69,3.49,2825.8888986972165
0.38,Very Good,J,VS2,60.5,60.0,4.64,4.68,2.82,820.074489767353
0.71,Very Good,G,SI1,60.0,59.0,5.76,5.8,3.47,2890.78053331983
0.71,Very Good,D,VS2,63.1,58.0,5.67,5.7,3.59,2968.0703933726086
0.9,Very Good,H,VS1,62.1,59.0,6.09,6.14,3.8,4584.823289545842
0.74,Very Good,F,SI2,63.2,58.0,5.75,5.71,3.62,2940.2913462390957
1.5,Premium,H,VS2,62.4,59.0,7.32,7.29,4.56,9345.347464941151
1.5,Very Good,F,SI1,63.0,55.0,7.27,7.31,4.59,9621.21388181063
0.42,Ideal,F,VS1,61.0,57.0,4.87,4.84,2.96,1110.7633503638299
1.01,Premium,G,VS2,61.6,58.0,6.45,6.4,3.96,5222.867487972133
2.48,Premium,I,SI2,63.0,62.0,8.62,8.58,5.42,18189.834212340334
1.02,Ideal,F,VVS2,61.1,56.3,6.48,6.52,3.97,5779.230337019615
0.4,Ideal,D,VS2,61.3,57.0,4.77,4.75,2.92,1007.0341803219258
0.7,Ideal,F,SI1,61.3,57.0,5.76,5.79,3.54,3069.7850449298367
1.01,Good,E,VS2,62.5,58.0,6.32,6.36,3.96,5066.635260664191
1.13,Very Good,I,VS2,60.7,58.0,6.72,6.75,4.09,6200.003502912567
1.09,Ideal,I,VS2,61.9,56.0,6.62,6.67,4.09,6369.787420869583
0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,2851.999905050863
1.0,Premium,F,SI1,60.8,59.0,6.44,6.38,3.9,5138.858426445807
1.52,Ideal,H,VS2,61.8,54.0,7.42,7.43,4.59,10232.670334844608
0.41,Ideal,G,VVS2,62.2,56.0,4.75,4.8,2.97,1111.2523955257052
0.43,Very Good,J,VS2,60.9,59.0,4.86,4.9,2.97,1052.754595428371
0.31,Very Good,E,SI2,60.8,61.0,4.39,4.43,2.68,399.2704914882597
0.33,Ideal,G,VS2,62.2,56.0,4.47,4.44,2.77,598.4262172684057
0.7,Premium,E,VS2,61.0,59.0,5.74,5.7,3.49,2825.9764810443558
0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77,663.7386007400828
1.16,Premium,H,SI2,62.6,57.0,6.75,6.67,4.2,6432.539754691116
0.51,Ideal,E,VS2,61.8,57.0,5.15,5.14,3.18,1720.4658048251486
1.13,Good,G,I1,63.4,58.0,6.58,6.61,4.18,5917.276830074305
0.52,Premium,E,VS2,62.5,60.0,5.1,5.14,3.2,1713.549807482297
0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,135.37324836341077
0.5,Fair,F,SI1,64.7,60.0,4.99,4.84,3.18,808.1697945332598
1.08,Very Good,D,VS1,60.5,58.0,6.53,6.63,3.98,6169.785234274574
0.3,Premium,G,VS1,62.2,59.0,4.31,4.28,2.67,397.0637804796356
0.48,Ideal,J,VS1,62.2,54.0,5.01,5.06,3.13,1550.9308634889358
1.51,Ideal,J,VS1,61.6,58.0,7.35,7.43,4.55,10221.564922944337
1.03,Premium,F,SI2,62.4,59.0,6.45,6.38,4.0,5430.75413000009
0.31,Very Good,G,VVS2,63.4,59.0,4.29,4.26,2.71,288.4326264038423
0.4,Ideal,G,IF,62.3,55.0,4.74,4.76,2.96,1009.052006522471
1.03,Ideal,E,VS2,61.7,56.0,6.45,6.54,4.01,5899.466641815134
1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,6458.891868371391
1.04,Very Good,J,SI2,62.8,57.0,6.44,6.5,4.06,5684.209495167137
0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,2903.4801060309205
0.29,Very Good,H,VVS2,61.2,56.0,4.26,4.29,2.61,332.91870290376846
1.09,Ideal,G,SI2,61.2,57.0,6.68,6.63,4.07,6317.509626515331
0.74,Ideal,F,VS1,62.3,56.0,5.76,5.79,3.6,3492.755294701862
0.42,Ideal,D,VS2,62.4,55.0,4.82,4.8,3.0,1130.1212439757196
0.54,Ideal,I,SI1,62.0,55.0,5.21,5.25,3.24,1970.7050897861109
0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,1785.438643461727
1.01,Premium,F,SI2,58.8,61.0,6.53,6.46,3.82,5154.092268591234
1.0,Premium,H,VS2,59.4,61.0,6.51,6.46,3.85,5064.377565157936
1.02,Premium,H,VS2,61.0,60.0,6.5,6.46,3.95,5272.576522155148
0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,2874.5116423498453
1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,5160.296943670278
0.33,Good,D,SI1,63.1,55.0,4.38,4.4,2.77,430.9028161105466
1.22,Ideal,F,VS1,62.3,57.0,6.79,6.83,4.24,7609.970448931229
0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,540.3119922511887
1.07,Premium,G,SI1,60.5,62.0,6.69,6.6,4.02,5568.686932175686
1.01,Very Good,E,VVS2,60.2,60.0,6.46,6.5,3.9,5261.332940620045
0.23,Very Good,F,IF,59.5,58.0,4.0,4.03,2.39,53.84859573675203
0.35,Very Good,D,VS1,60.9,58.0,4.54,4.56,2.77,555.762511168934
0.55,Ideal,F,VVS2,60.7,56.0,5.31,5.34,3.23,1995.8637253091088
0.9,Ideal,G,SI1,61.9,59.0,6.16,6.19,3.82,4803.5161390214
0.72,Ideal,G,VVS1,62.2,57.0,5.72,5.75,3.57,3320.9348726026556
0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78,4014.8239364989727
1.04,Ideal,H,SI1,61.9,57.0,6.49,6.46,4.01,5967.220520367715
0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47,2876.196484703247
0.43,Ideal,F,SI1,61.3,56.0,4.9,4.86,2.99,1174.2814695647653
0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,635.7865092510979
1.72,Fair,D,SI2,64.6,58.0,7.53,7.46,4.84,8451.949555466968
1.13,Ideal,G,SI1,61.8,55.0,6.71,6.75,4.16,6694.9178914941995
0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,1849.2963074977624
0.3,Very Good,G,VS1,62.5,55.0,4.25,4.32,2.68,596.3395886044623
1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,9544.559732795364
2.02,Fair,H,SI2,56.5,61.0,8.33,8.37,4.72,11376.006643539935
0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73,479.3571739431263
0.7,Very Good,G,I1,61.5,63.0,5.73,5.65,3.5,2382.5254621797926
1.26,Premium,I,SI1,60.5,62.0,6.97,6.92,4.2,7247.350650885431
0.3,Premium,D,VS2,62.5,59.0,4.28,4.23,2.66,435.15104645164683
0.59,Very Good,H,VS1,62.1,55.0,5.37,5.41,3.35,2095.210574387467
0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,4119.709167591132
0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,805.753463066867
0.31,Ideal,H,IF,62.1,54.0,4.33,4.37,2.7,562.6366276266494
1.26,Ideal,I,SI2,62.0,56.0,7.0,6.94,4.32,7800.866522699517
1.51,Very Good,F,SI2,62.7,60.0,7.25,7.32,4.57,9876.645343763863
0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,2085.6556546335837
0.31,Ideal,G,VVS1,62.5,55.0,4.34,4.33,2.71,540.8032087434417
0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,2013.9018124317704
0.96,Premium,E,SI2,58.2,58.0,6.52,6.47,3.78,4634.162484407763
0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,1703.5746733415453
1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,5577.3453170000685
1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,5499.713007112606
1.21,Ideal,H,SI1,62.1,59.0,6.81,6.75,4.21,7487.733076645908
2.02,Fair,H,VS2,64.5,57.0,8.0,7.95,5.14,10307.351283115093
1.52,Ideal,G,VS2,62.1,56.0,7.39,7.34,4.57,10272.96116707008
2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,14533.081289767408
0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56,339.3833659187021
0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,2009.155224244063
0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,3242.6487513569346
2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,11415.425157280857
0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28,2238.965703158994
0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,1946.2277152636907
1.2,Very Good,I,SI1,62.9,54.0,6.75,6.77,4.25,6902.639090942127
0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,1567.8185050427503
1.57,Premium,F,SI2,60.2,60.0,7.49,7.43,4.49,9909.973550996154
0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,2881.5160947236154
1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,10236.460290475463
1.02,Very Good,D,VS2,63.2,58.0,6.4,6.36,4.03,5156.372687459039
1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,9268.297109525734
0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,3052.0719068888347
0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,938.020814744079
2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,13774.15608336669
0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,412.3967584807383
0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,1251.5300262640685
0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,3098.7028106925873
1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,6711.825141659439
1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,6065.471734622872
0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,3169.5729313355155
0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,1692.4891901675408
1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,5853.62392961906
0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8,4596.53716311748
0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,2823.144899052562
0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,1726.3988488645027
0.71,Very Good,G,VS2,63.5,59.0,5.67,5.63,3.59,2715.876771426986
0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,4214.074698852752
1.06,Ideal,G,SI1,62.9,56.0,6.52,6.49,4.09,6110.139935414914
0.86,Premium,H,SI2,61.0,58.0,6.15,6.12,3.74,4009.0956676551905
1.1,Premium,G,VS2,60.2,58.0,6.75,6.71,4.05,5814.722620789199
0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57,3105.1610281334642
1.04,Premium,G,VS1,61.5,61.0,6.56,6.51,4.02,5402.019899572255
0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,4642.634123366072
1.1,Premium,F,I1,59.8,61.0,6.7,6.65,3.99,5887.098360595985
2.12,Premium,H,SI2,62.3,58.0,8.25,8.16,5.12,14807.195205508098
0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78,625.3958757728838
0.9,Fair,I,VS2,65.8,55.0,6.05,6.01,3.97,3413.050502849457
0.71,Ideal,E,VS1,62.0,57.0,5.72,5.66,3.53,3227.1240495878287
1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,12465.763847770515
0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7,4000.508256011655
0.75,Good,I,VVS1,63.9,61.0,5.7,5.67,3.63,2897.365389137923
0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,1068.8886055377775
0.34,Ideal,G,VS2,62.1,55.0,4.49,4.46,2.78,688.2181465928807
0.35,Premium,F,VS2,61.8,58.0,4.48,4.52,2.78,710.3721995247906
1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,7793.77862210019
1.7,Premium,G,SI1,61.7,58.0,7.69,7.6,4.72,11026.420870919612
1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,5249.094004885968
0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,1060.798815954652
0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,2795.0991147161326
1.01,Ideal,G,VS1,61.3,56.0,6.49,6.44,3.96,5652.213028658862
0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,4297.569395061841
0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,533.7188618638984
0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,513.8146201978452
0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,2912.4609965265954
1.01,Premium,H,IF,62.1,59.0,6.47,6.41,4.0,5190.58499976277
1.5,Very Good,H,SI2,62.5,60.0,7.25,7.32,4.55,9764.444598950478
0.9,Very Good,D,VS1,62.2,58.0,6.14,6.18,3.83,4471.390656880348
0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,36.67790631242815
0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,136.37814574784807
0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,704.3081264572693
0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,3127.4062392679452
0.4,Very Good,G,IF,61.2,57.0,4.77,4.79,2.92,773.8585682133767
0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,477.42000248891827
1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,5196.564942219697
0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,1730.2470675754373
1.72,Premium,F,I1,60.1,58.0,7.77,7.74,4.66,11158.384174536426
0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1165.9883066731957
0.7,Ideal,E,VS1,62.2,58.0,5.67,5.71,3.54,3159.861387527501
0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1606.9586595401283
1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,5267.372608136768
0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,551.0589292752425
1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04,5011.9875509259045
1.24,Good,E,SI1,63.5,55.0,6.82,6.86,4.35,6776.011416162522
1.01,Very Good,I,SI1,60.1,59.0,6.44,6.47,3.88,5257.463197111685
1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,6094.729045220723
0.9,Good,G,SI1,63.7,60.0,6.11,6.07,3.88,3897.55823750739
0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,2091.283110747108
0.8,Very Good,F,SI1,61.6,56.0,5.96,6.0,3.68,3604.4215350039694
0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,457.11319331400273
0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,3622.283817085794
1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,6743.3431549387915
1.51,Very Good,J,VS1,61.4,57.0,7.3,7.38,4.51,9848.722219568157
1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,7456.375987132631
0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,3185.6439811587866
0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,1929.1720611255362
0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1438.2511920240943
0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,1076.858845306584
0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,676.5807507114023
0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,2205.268001320812
0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,2916.5327978566597
1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,8631.894296200066
1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,7965.573619602712
1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,5562.880213237389
0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,977.310467381795
0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,922.985690016269
0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,590.9102919172883
0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,387.07186677188884
1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,6691.103629692534
0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,761.3227444032063
0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,823.7456945319414
0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,993.658914634279
0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,494.54537556934747
1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,10952.196581832692
1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,7915.728438563596
1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,4932.639758622937
1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,9969.172770998324
0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,806.3703651227042
2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,18788.23108719431
1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,5330.506660940759
0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,474.8301525076163
2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,15420.988127052762
0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,2670.3482735417833
1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,4994.297956919343
1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,9667.496107388512
0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,500.16725690216936
1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,9462.856759177997
0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,219.32699173116816
1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,5047.165307908259
0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,958.1277187679948
1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,5478.745727332709
1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,10829.881400425247
1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,5383.869856290781
2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,18245.92754980075
0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,2930.284801410351
0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,5151.80417767921
0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,573.1159100882555
1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,7309.342328849697
2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,16122.990833950347
0.28,Ideal,G,IF,60.9,57.0,4.24,4.27,2.59,384.28609781391424
1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,10285.217955091684
0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,629.9439738775204
1.7,Very Good,F,SI2,63.4,57.0,7.54,7.57,4.79,11465.330000516797
2.01,Good,J,SI2,63.4,59.0,7.95,7.99,5.05,13382.106564003714
0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,482.5562421101895
0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,1856.5639148389453
0.33,Premium,E,VVS1,59.7,58.0,4.52,4.49,2.69,463.385317778454
1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,6993.006813341688
1.51,Very Good,J,SI1,62.9,59.0,7.25,7.29,4.57,9768.562362930024
0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,444.685803594125
0.7,Very Good,E,VS1,63.4,57.0,5.63,5.67,3.58,2948.7385935352913
0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,786.1682441431703
0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,1793.5437961769458
