carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.3,Ideal,F,VS1,61.0,56.0,4.37,4.35,2.66,260.0531073724801
1.26,Very Good,F,IF,60.0,60.0,7.04,7.09,4.24,11625.564311952761
1.14,Ideal,J,VS1,61.6,56.0,6.71,6.73,4.14,7347.215399185387
1.51,Premium,H,SI1,62.8,60.0,7.22,7.14,4.51,9662.508956236825
0.51,Very Good,E,SI2,62.0,57.0,5.09,5.13,3.17,921.994058521158
0.32,Ideal,G,IF,61.0,57.0,4.44,4.48,2.72,750.2561345272944
0.94,Premium,E,SI2,60.4,59.0,6.37,6.34,3.84,3622.236371516209
0.51,Premium,E,VS2,60.6,58.0,5.15,5.12,3.11,1627.0315410866792
1.12,Ideal,H,SI2,61.4,56.0,6.69,6.66,4.1,5045.957528030785
1.33,Premium,G,SI2,60.3,58.0,7.19,7.16,4.33,6613.431535293098
0.32,Premium,H,VS2,61.7,59.0,4.35,4.4,2.7,564.9126839318392
0.7,Ideal,E,VS2,62.6,57.0,5.63,5.68,3.54,3072.966729598794
1.35,Ideal,H,VVS1,61.9,57.0,7.06,7.09,4.38,11864.035208086141
0.23,Good,F,VS2,63.8,57.0,3.93,3.84,2.48,93.09174137750233
0.9,Very Good,F,I1,61.9,59.0,6.16,6.18,3.82,2643.904304052831
1.03,Ideal,D,SI1,61.3,56.0,6.48,6.54,3.99,5003.07981207543
1.02,Good,E,SI2,62.8,64.0,6.36,6.32,3.98,4424.721764873016
0.55,Ideal,H,VVS2,61.7,57.0,5.28,5.26,3.25,2377.625896808138
0.34,Ideal,E,IF,61.7,56.0,4.46,4.48,2.76,1006.0964260459486
0.71,Premium,D,VVS2,60.0,58.0,5.92,5.84,3.53,3777.1818792520157
0.55,Good,G,SI1,63.6,61.0,5.22,5.16,3.3,1359.3497513214288
0.54,Ideal,G,VS2,61.5,55.0,5.24,5.27,3.23,1789.8406329234658
1.23,Ideal,H,IF,61.3,57.0,6.87,6.92,4.23,11276.414107322822
0.27,Premium,E,VVS1,60.6,58.0,4.18,4.2,2.54,457.6887968335586
0.53,Ideal,D,VS2,61.4,56.0,5.18,5.21,3.19,1775.06365431116
1.25,Ideal,G,SI2,61.1,55.0,6.95,6.99,4.26,6067.1580975480165
0.34,Ideal,E,VVS2,62.3,57.0,4.48,4.44,2.78,738.5828092567108
0.36,Premium,I,VS2,62.7,59.0,4.54,4.58,2.86,678.6095084213139
0.34,Ideal,G,SI1,61.2,57.0,4.56,4.53,2.78,383.161907676651
1.12,Good,E,SI1,64.3,57.0,6.56,6.5,4.2,5724.125968263446
0.3,Ideal,H,VS1,61.6,55.0,4.27,4.3,2.64,430.32012207175603
0.36,Ideal,D,SI1,62.0,56.0,4.61,4.55,2.84,461.52214055743025
0.71,Ideal,F,VVS1,61.1,54.0,5.78,5.84,3.55,4186.8385659058
0.32,Premium,G,VS2,62.6,60.0,4.33,4.36,2.72,558.9859614247907
0.5,Premium,E,VS2,61.3,60.0,5.11,5.07,3.12,1527.752654792875
0.51,Very Good,E,SI1,63.3,59.0,5.09,5.05,3.21,1176.3582064058546
0.58,Ideal,J,VS1,61.9,58.0,5.31,5.35,3.3,2342.5746940427307
0.3,Ideal,F,IF,62.5,54.0,4.31,4.33,2.7,557.0428042373615
0.39,Ideal,G,VVS1,62.3,57.0,4.7,4.64,2.91,1245.3290152803652
0.31,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,399.89507498261355
0.9,Very Good,H,VS1,60.5,63.0,6.13,6.16,3.72,5175.150781576485
0.81,Premium,G,SI2,61.7,57.0,5.99,5.94,3.68,2755.8601287395386
0.7,Premium,E,SI2,61.1,61.0,5.74,5.69,3.49,1982.9750343702863
0.38,Very Good,J,VS2,60.5,60.0,4.64,4.68,2.82,872.7257379121652
0.71,Very Good,G,SI1,60.0,59.0,5.76,5.8,3.47,2505.4064460018108
0.71,Very Good,D,VS2,63.1,58.0,5.67,5.7,3.59,3093.6244758448665
0.9,Very Good,H,VS1,62.1,59.0,6.09,6.14,3.8,5234.373110952605
0.74,Very Good,F,SI2,63.2,58.0,5.75,5.71,3.62,2311.5809731972267
1.5,Premium,H,VS2,62.4,59.0,7.32,7.29,4.56,10365.078072715667
1.5,Very Good,F,SI1,63.0,55.0,7.27,7.31,4.59,9383.429836834963
0.42,Ideal,F,VS1,61.0,57.0,4.87,4.84,2.96,986.9455453962646
1.01,Premium,G,VS2,61.6,58.0,6.45,6.4,3.96,5662.710904094442
2.48,Premium,I,SI2,63.0,62.0,8.62,8.58,5.42,17005.508652924353
1.02,Ideal,F,VVS2,61.1,56.3,6.48,6.52,3.97,7376.96567473041
0.4,Ideal,D,VS2,61.3,57.0,4.77,4.75,2.92,851.676121161207
0.7,Ideal,F,SI1,61.3,57.0,5.76,5.79,3.54,2236.407574581737
1.01,Good,E,VS2,62.5,58.0,6.32,6.36,3.96,5834.710040450123
1.13,Very Good,I,VS2,60.7,58.0,6.72,6.75,4.09,6788.662121548994
1.09,Ideal,I,VS2,61.9,56.0,6.62,6.67,4.09,6385.711763613301
0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,3030.5106496786475
1.0,Premium,F,SI1,60.8,59.0,6.44,6.38,3.9,4702.511900821044
1.52,Ideal,H,VS2,61.8,54.0,7.42,7.43,4.59,10486.91013682463
0.41,Ideal,G,VVS2,62.2,56.0,4.75,4.8,2.97,1250.2046642728874
0.43,Very Good,J,VS2,60.9,59.0,4.86,4.9,2.97,1097.1376439836836
0.31,Very Good,E,SI2,60.8,61.0,4.39,4.43,2.68,-41.292223709226164
0.33,Ideal,G,VS2,62.2,56.0,4.47,4.44,2.77,454.9134891846579
0.7,Premium,E,VS2,61.0,59.0,5.74,5.7,3.49,2982.877434523659
0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77,706.033404868942
1.16,Premium,H,SI2,62.6,57.0,6.75,6.67,4.2,5334.967421134242
0.51,Ideal,E,VS2,61.8,57.0,5.15,5.14,3.18,1549.5632429028888
1.13,Good,G,I1,63.4,58.0,6.58,6.61,4.18,3638.100542901409
0.52,Premium,E,VS2,62.5,60.0,5.1,5.14,3.2,1726.7136819722186
0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,316.3578732579226
0.5,Fair,F,SI1,64.7,60.0,4.99,4.84,3.18,1178.5414556437654
1.08,Very Good,D,VS1,60.5,58.0,6.53,6.63,3.98,6870.598940929185
0.3,Premium,G,VS1,62.2,59.0,4.31,4.28,2.67,358.6854217938767
0.48,Ideal,J,VS1,62.2,54.0,5.01,5.06,3.13,1534.425243700306
1.51,Ideal,J,VS1,61.6,58.0,7.35,7.43,4.55,11145.734954883128
1.03,Premium,F,SI2,62.4,59.0,6.45,6.38,4.0,4405.588896405084
0.31,Very Good,G,VVS2,63.4,59.0,4.29,4.26,2.71,568.1018333859247
0.4,Ideal,G,IF,62.3,55.0,4.74,4.76,2.96,1523.8907281567538
1.03,Ideal,E,VS2,61.7,56.0,6.45,6.54,4.01,5901.210604813691
1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,6018.003863123569
1.04,Very Good,J,SI2,62.8,57.0,6.44,6.5,4.06,4486.259545156722
0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,3044.838418825936
0.29,Very Good,H,VVS2,61.2,56.0,4.26,4.29,2.61,592.4836228080885
1.09,Ideal,G,SI2,61.2,57.0,6.68,6.63,4.07,4740.51749168513
0.74,Ideal,F,VS1,62.3,56.0,5.76,5.79,3.6,3682.967255915017
0.42,Ideal,D,VS2,62.4,55.0,4.82,4.8,3.0,961.2834454034992
0.54,Ideal,I,SI1,62.0,55.0,5.21,5.25,3.24,1406.030071005779
0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,1628.1773853835616
1.01,Premium,F,SI2,58.8,61.0,6.53,6.46,3.82,4238.65797798901
1.0,Premium,H,VS2,59.4,61.0,6.51,6.46,3.85,5593.352013008946
1.02,Premium,H,VS2,61.0,60.0,6.5,6.46,3.95,5750.553595100006
0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,3541.8343804344277
1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,4182.707797279339
0.33,Good,D,SI1,63.1,55.0,4.38,4.4,2.77,611.0758352505582
1.22,Ideal,F,VS1,62.3,57.0,6.79,6.83,4.24,8264.867214965287
0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,422.8658973583556
1.07,Premium,G,SI1,60.5,62.0,6.69,6.6,4.02,5049.196716834303
1.01,Very Good,E,VVS2,60.2,60.0,6.46,6.5,3.9,7427.192327885842
0.23,Very Good,F,IF,59.5,58.0,4.0,4.03,2.39,26.386960614419422
0.35,Very Good,D,VS1,60.9,58.0,4.54,4.56,2.77,629.7510864375818
0.55,Ideal,F,VVS2,60.7,56.0,5.31,5.34,3.23,2456.240517586959
0.9,Ideal,G,SI1,61.9,59.0,6.16,6.19,3.82,3952.1776726228572
0.72,Ideal,G,VVS1,62.2,57.0,5.72,5.75,3.57,4358.000688763364
0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78,3428.968807459435
1.04,Ideal,H,SI1,61.9,57.0,6.49,6.46,4.01,5030.593620903212
0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47,3123.544471053173
0.43,Ideal,F,SI1,61.3,56.0,4.9,4.86,2.99,723.7808565607129
0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,514.7324869000918
1.72,Fair,D,SI2,64.6,58.0,7.53,7.46,4.84,10191.205592211561
1.13,Ideal,G,SI1,61.8,55.0,6.71,6.75,4.16,5742.955450730684
0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,1333.7940421178973
0.3,Very Good,G,VS1,62.5,55.0,4.25,4.32,2.68,460.91136821401915
1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,11276.975119892919
2.02,Fair,H,SI2,56.5,61.0,8.33,8.37,4.72,12736.662520719623
0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73,433.0518913599017
0.7,Very Good,G,I1,61.5,63.0,5.73,5.65,3.5,1335.6524642093327
1.26,Premium,I,SI1,60.5,62.0,6.97,6.92,4.2,7029.591687514015
0.3,Premium,D,VS2,62.5,59.0,4.28,4.23,2.66,405.02712569326286
0.59,Very Good,H,VS1,62.1,55.0,5.37,5.41,3.35,2370.1063258488607
0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,3273.9464734287485
0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,1254.0663518820293
0.31,Ideal,H,IF,62.1,54.0,4.33,4.37,2.7,679.8016877715022
1.26,Ideal,I,SI2,62.0,56.0,7.0,6.94,4.32,6058.006920180113
1.51,Very Good,F,SI2,62.7,60.0,7.25,7.32,4.57,8390.290970073223
0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,2049.8862532366747
0.31,Ideal,G,VVS1,62.5,55.0,4.34,4.33,2.71,619.0541999227344
0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,2430.6582604378177
0.96,Premium,E,SI2,58.2,58.0,6.52,6.47,3.78,3715.2915679370926
0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,1361.9298342438042
1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,5095.080508655976
1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,6314.326826536975
1.21,Ideal,H,SI1,62.1,59.0,6.81,6.75,4.21,6565.992101691525
2.02,Fair,H,VS2,64.5,57.0,8.0,7.95,5.14,15689.851999206281
1.52,Ideal,G,VS2,62.1,56.0,7.39,7.34,4.57,10529.281304565271
2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,12908.997585657966
0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56,648.0151623050388
0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,3392.776937737717
0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,4239.638108634057
2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,8093.008617729241
0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28,2090.6008254030867
0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,1935.098901643079
1.2,Very Good,I,SI1,62.9,54.0,6.75,6.77,4.25,6519.519444911065
0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,1696.065092192885
1.57,Premium,F,SI2,60.2,60.0,7.49,7.43,4.49,8839.914737229006
0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,1039.34029598894
1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,10148.7817267219
1.02,Very Good,D,VS2,63.2,58.0,6.4,6.36,4.03,5770.455626855903
1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,10257.293522298893
0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,3444.74887861196
0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,651.1120151552768
2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,14629.894605814377
0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,370.2385247442626
0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,1413.869671775843
0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,3773.95621519779
1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,6437.240846814847
1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,6530.92881834495
0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,1530.0092305546614
0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,1347.0055592073986
1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,4831.051525483192
0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8,3653.84326502564
0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,3117.5857888069622
0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,1199.9311717025912
0.71,Very Good,G,VS2,63.5,59.0,5.67,5.63,3.59,3075.4800110382103
0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,3642.4911540589546
1.06,Ideal,G,SI1,62.9,56.0,6.52,6.49,4.09,5132.9818784049585
0.86,Premium,H,SI2,61.0,58.0,6.15,6.12,3.74,3073.710933577382
1.1,Premium,G,VS2,60.2,58.0,6.75,6.71,4.05,6391.566698725872
0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57,2285.329480367709
1.04,Premium,G,VS1,61.5,61.0,6.56,6.51,4.02,6281.482880679654
0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,2544.237030018498
1.1,Premium,F,I1,59.8,61.0,6.7,6.65,3.99,3282.7810469348155
2.12,Premium,H,SI2,62.3,58.0,8.25,8.16,5.12,13613.404728700953
0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78,692.0700585669338
0.9,Fair,I,VS2,65.8,55.0,6.05,6.01,3.97,4674.078071929186
0.71,Ideal,E,VS1,62.0,57.0,5.72,5.66,3.53,3356.095234347564
1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,12887.63249888317
0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7,3149.246815160246
0.75,Good,I,VVS1,63.9,61.0,5.7,5.67,3.63,4751.635572252175
0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,925.887677851344
0.34,Ideal,G,VS2,62.1,55.0,4.49,4.46,2.78,550.8577193723636
0.35,Premium,F,VS2,61.8,58.0,4.48,4.52,2.78,711.0624903722592
1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,8391.637389009538
1.7,Premium,G,SI1,61.7,58.0,7.69,7.6,4.72,11219.167676374575
1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,4706.093237647148
0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,1099.766902368744
0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,2293.471820788928
1.01,Ideal,G,VS1,61.3,56.0,6.49,6.44,3.96,6006.525807793203
0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,3586.2301244095447
0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,596.6395452079287
0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,596.8852008784179
0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,2437.788057632398
1.01,Premium,H,IF,62.1,59.0,6.47,6.41,4.0,8565.354376478417
1.5,Very Good,H,SI2,62.5,60.0,7.25,7.32,4.55,8293.759605537534
0.9,Very Good,D,VS1,62.2,58.0,6.14,6.18,3.83,5147.710445124709
0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,212.10397718011882
0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,606.2859966665956
0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,739.5253674185997
0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,2230.6142237840086
0.4,Very Good,G,IF,61.2,57.0,4.77,4.79,2.92,1555.7346795212184
0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,362.24570579382635
1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,6964.642908476888
0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,847.0592578606183
1.72,Premium,F,I1,60.1,58.0,7.77,7.74,4.66,6024.138471315337
0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1065.661027241872
0.7,Ideal,E,VS1,62.2,58.0,5.67,5.71,3.54,3309.1115084656712
0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1751.0642543919312
1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,4247.356730023171
0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,437.9485691122263
1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04,4881.524812208176
1.24,Good,E,SI1,63.5,55.0,6.82,6.86,4.35,6821.519256619798
1.01,Very Good,I,SI1,60.1,59.0,6.44,6.47,3.88,4946.579443811593
1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,6103.01112376083
0.9,Good,G,SI1,63.7,60.0,6.11,6.07,3.88,3889.233095668682
0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,1932.6496560398223
0.8,Very Good,F,SI1,61.6,56.0,5.96,6.0,3.68,3101.6235784358796
0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,380.5755613710962
0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,3495.1417364615227
1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,6442.066381746143
1.51,Very Good,J,VS1,61.4,57.0,7.3,7.38,4.51,11233.080526495638
1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,9596.839532036673
0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,2475.479135492674
0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,1779.133902555342
0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1392.3726204420782
0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,1647.4754766037574
0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,771.2260800699837
0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,1214.664876720386
0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,2413.9307116686887
1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,9423.476311021825
1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,8634.461760906874
1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,4887.461313851929
0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,1605.5203731920637
0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,1164.92217096686
0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,986.416988547774
0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,367.0585437431537
1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,7196.9961272806695
0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,1101.5843379455737
0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,1189.855691704891
0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1169.327064206027
0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,371.55216893116267
1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,10244.5502048503
1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,6931.088445379428
1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,5701.122568291599
1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,11218.260831241565
0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,793.7792578851427
2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,20765.894236472683
1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,4952.666200539981
0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,666.143715317763
2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,16970.641765105313
0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,2478.569322937511
1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,3028.014504261029
1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,10835.537845041059
0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,875.1353773324945
1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,9387.951924734143
0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,448.23241011213304
1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,4483.9640882009335
0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,826.7327604968777
1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,2599.902448712542
1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,8857.180466127473
1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,6254.012879929705
2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,17188.043112638094
0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,2451.2432164588827
0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,5090.008884221727
0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,0.06370693505959935
1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,6231.6054755872765
2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,14960.629235584303
0.28,Ideal,G,IF,60.9,57.0,4.24,4.27,2.59,415.63540414368936
1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,9501.74292574132
0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,624.3423837443856
1.7,Very Good,F,SI2,63.4,57.0,7.54,7.57,4.79,10000.641572935008
2.01,Good,J,SI2,63.4,59.0,7.95,7.99,5.05,12802.4979991385
0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,364.09518248963195
0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,1934.4930055176565
0.33,Premium,E,VVS1,59.7,58.0,4.52,4.49,2.69,889.2436812788501
1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,8885.336684414277
1.51,Very Good,J,SI1,62.9,59.0,7.25,7.29,4.57,9596.98553328276
0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,315.0867066865708
0.7,Very Good,E,VS1,63.4,57.0,5.63,5.67,3.58,3371.718848616378
0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,-787.0547780390125
0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,1627.0376683046484
