,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
39,0.3,Premium,J,VS1,62.6,58.0,4.32,4.27,2.69,342.2265130098374
40,0.32,Very Good,D,VVS2,60.1,58.0,4.41,4.44,2.66,452.13241761612244
41,0.33,Ideal,G,VS1,61.7,56.0,4.44,4.47,2.75,522.5749031941989
42,0.25,Ideal,G,VS1,62.7,54.0,4.05,4.08,2.55,113.9303513189302
43,0.3,Ideal,F,VS1,61.0,56.0,4.37,4.35,2.66,290.59473542672254
44,1.26,Very Good,F,IF,60.0,60.0,7.04,7.09,4.24,7269.926816771176
45,1.14,Ideal,J,VS1,61.6,56.0,6.71,6.73,4.14,6393.637923284385
46,1.51,Premium,H,SI1,62.8,60.0,7.22,7.14,4.51,9619.591220670605
47,0.51,Very Good,E,SI2,62.0,57.0,5.09,5.13,3.17,1676.949732916729
48,0.32,Ideal,G,IF,61.0,57.0,4.44,4.48,2.72,421.153351066253
49,0.94,Premium,E,SI2,60.4,59.0,6.37,6.34,3.84,4716.302968290652
50,0.51,Premium,E,VS2,60.6,58.0,5.15,5.12,3.11,1614.9915998169902
51,1.12,Ideal,H,SI2,61.4,56.0,6.69,6.66,4.1,6211.4475300617405
52,1.33,Premium,G,SI2,60.3,58.0,7.19,7.16,4.33,7824.982348917451
53,0.32,Premium,H,VS2,61.7,59.0,4.35,4.4,2.7,514.0905507158614
54,0.7,Ideal,E,VS2,62.6,57.0,5.63,5.68,3.54,3046.336025450056
55,1.35,Ideal,H,VVS1,61.9,57.0,7.06,7.09,4.38,8162.068074889443
56,0.23,Good,F,VS2,63.8,57.0,3.93,3.84,2.48,35.00351326251439
57,0.9,Very Good,F,I1,61.9,59.0,6.16,6.18,3.82,4527.4702256279525
58,1.03,Ideal,D,SI1,61.3,56.0,6.48,6.54,3.99,5515.507026759311
59,1.02,Good,E,SI2,62.8,64.0,6.36,6.32,3.98,5538.001740830841
60,0.55,Ideal,H,VVS2,61.7,57.0,5.28,5.26,3.25,1886.4351866126742
61,0.34,Ideal,E,IF,61.7,56.0,4.46,4.48,2.76,603.3437442888992
62,0.71,Premium,D,VVS2,60.0,58.0,5.92,5.84,3.53,2848.2932675959346
63,0.55,Good,G,SI1,63.6,61.0,5.22,5.16,3.3,1948.3933197124131
64,0.54,Ideal,G,VS2,61.5,55.0,5.24,5.27,3.23,1826.3190565512211
65,1.23,Ideal,H,IF,61.3,57.0,6.87,6.92,4.23,7141.210204169929
66,0.27,Premium,E,VVS1,60.6,58.0,4.18,4.2,2.54,182.53083385872355
67,0.53,Ideal,D,VS2,61.4,56.0,5.18,5.21,3.19,1786.8556375230132
68,1.25,Ideal,G,SI2,61.1,55.0,6.95,6.99,4.26,7261.442464292836
69,0.34,Ideal,E,VVS2,62.3,57.0,4.48,4.44,2.78,582.6910332556529
70,0.36,Premium,I,VS2,62.7,59.0,4.54,4.58,2.86,723.5760044118069
71,0.34,Ideal,G,SI1,61.2,57.0,4.56,4.53,2.78,500.0801891226695
72,1.12,Good,E,SI1,64.3,57.0,6.56,6.5,4.2,6345.690151777841
73,0.3,Ideal,H,VS1,61.6,55.0,4.27,4.3,2.64,393.85829059295315
74,0.36,Ideal,D,SI1,62.0,56.0,4.61,4.55,2.84,651.2915157954449
75,0.71,Ideal,F,VVS1,61.1,54.0,5.78,5.84,3.55,2992.862244828656
76,0.32,Premium,G,VS2,62.6,60.0,4.33,4.36,2.72,534.7432617491068
77,0.5,Premium,E,VS2,61.3,60.0,5.11,5.07,3.12,1554.875469755536
78,0.51,Very Good,E,SI1,63.3,59.0,5.09,5.05,3.21,1676.949732916729
79,0.58,Ideal,J,VS1,61.9,58.0,5.31,5.35,3.3,2159.720776446643
80,0.3,Ideal,F,IF,62.5,54.0,4.31,4.33,2.7,352.55286852646145
81,0.39,Ideal,G,VVS1,62.3,57.0,4.7,4.64,2.91,862.6189725296758
82,0.31,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,392.0162875546682
83,0.9,Very Good,H,VS1,60.5,63.0,6.13,6.16,3.72,4558.449292177822
84,0.81,Premium,G,SI2,61.7,57.0,5.99,5.94,3.68,3790.2243002590317
85,0.7,Premium,E,SI2,61.1,61.0,5.74,5.69,3.49,2932.746114767203
86,0.38,Very Good,J,VS2,60.5,60.0,4.64,4.68,2.82,823.155553501469
87,0.71,Very Good,G,SI1,60.0,59.0,5.76,5.8,3.47,3013.5149558619023
88,0.71,Very Good,D,VS2,63.1,58.0,5.67,5.7,3.59,3106.4521555115098
89,0.9,Very Good,H,VS1,62.1,59.0,6.09,6.14,3.8,4599.754714244313
90,0.74,Very Good,F,SI2,63.2,58.0,5.75,5.71,3.62,3328.1059677623625
91,1.5,Premium,H,VS2,62.4,59.0,7.32,7.29,4.56,9414.90611337643
92,1.5,Very Good,F,SI1,63.0,55.0,7.27,7.31,4.59,9466.537890959546
93,0.42,Ideal,F,VS1,61.0,57.0,4.87,4.84,2.96,991.3355851309219
94,1.01,Premium,G,VS2,61.6,58.0,6.45,6.4,3.96,5343.642989053288
95,2.48,Premium,I,SI2,63.0,62.0,8.62,8.58,5.42,18011.792004754123
96,1.02,Ideal,F,VVS2,61.1,56.3,6.48,6.52,3.97,5414.085474631365
97,0.4,Ideal,D,VS2,61.3,57.0,4.77,4.75,2.92,891.7560360412614
98,0.7,Ideal,F,SI1,61.3,57.0,5.76,5.79,3.54,2912.0934037339566
99,1.01,Good,E,VS2,62.5,58.0,6.32,6.36,3.96,5477.885610769387
100,1.13,Very Good,I,VS2,60.7,58.0,6.72,6.75,4.09,6281.890015639817
101,1.09,Ideal,I,VS2,61.9,56.0,6.62,6.67,4.09,5979.467362294264
102,0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,3025.6833144168095
103,1.0,Premium,F,SI1,60.8,59.0,6.44,6.38,3.9,5252.547792441966
104,1.52,Ideal,H,VS2,61.8,54.0,7.42,7.43,4.59,9514.485662466092
105,0.41,Ideal,G,VVS2,62.2,56.0,4.75,4.8,2.97,1013.8302992024521
106,0.43,Very Good,J,VS2,60.9,59.0,4.86,4.9,2.97,1103.0834927754909
107,0.31,Very Good,E,SI2,60.8,61.0,4.39,4.43,2.68,371.36357652142283
108,0.33,Ideal,G,VS2,62.2,56.0,4.47,4.44,2.77,491.59583664433126
109,0.7,Premium,E,VS2,61.0,59.0,5.74,5.7,3.49,2932.746114767203
110,0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77,553.5539697440684
111,1.16,Premium,H,SI2,62.6,57.0,6.75,6.67,4.2,6555.175605473784
112,0.51,Ideal,E,VS2,61.8,57.0,5.15,5.14,3.18,1614.9915998169902
113,1.13,Good,G,I1,63.4,58.0,6.58,6.61,4.18,6426.458992872538
114,0.52,Premium,E,VS2,62.5,60.0,5.1,5.14,3.2,1768.0449295280516
115,0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,24.67715774589169
116,0.5,Fair,F,SI1,64.7,60.0,4.99,4.84,3.18,1678.791735955012
117,1.08,Very Good,D,VS1,60.5,58.0,6.53,6.63,3.98,5970.9830098159255
118,0.3,Premium,G,VS1,62.2,59.0,4.31,4.28,2.67,352.55286852646145
119,0.48,Ideal,J,VS1,62.2,54.0,5.01,5.06,3.13,1455.295920665875
120,1.51,Ideal,J,VS1,61.6,58.0,7.35,7.43,4.55,9485.348598954508
121,1.03,Premium,F,SI2,62.4,59.0,6.45,6.38,4.0,5546.48609330918
122,0.31,Very Good,G,VVS2,63.4,59.0,4.29,4.26,2.71,474.62713168765254
123,0.4,Ideal,G,IF,62.3,55.0,4.74,4.76,2.96,922.7351025911299
124,1.03,Ideal,E,VS2,61.7,56.0,6.45,6.54,4.01,5546.48609330918
125,1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,6575.82831650703
126,1.04,Very Good,J,SI2,62.8,57.0,6.44,6.5,4.06,5658.234000953749
127,0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,3013.5149558619023
128,0.29,Very Good,H,VVS2,61.2,56.0,4.26,4.29,2.61,302.7630939816304
129,1.09,Ideal,G,SI2,61.2,57.0,6.68,6.63,4.07,5917.509229194527
130,0.74,Ideal,F,VS1,62.3,56.0,5.76,5.79,3.6,3317.7796122457394
131,0.42,Ideal,D,VS2,62.4,55.0,4.82,4.8,3.0,1042.9673627140369
132,0.54,Ideal,I,SI1,62.0,55.0,5.21,5.25,3.24,1857.2981231010906
133,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,1687.2760884333513
134,1.01,Premium,F,SI2,58.8,61.0,6.53,6.46,3.82,5261.032144920305
135,1.0,Premium,H,VS2,59.4,61.0,6.51,6.46,3.85,5180.263303825605
136,1.02,Premium,H,VS2,61.0,60.0,6.5,6.46,3.95,5393.432763598119
137,0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,3206.0317046011714
138,1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,5281.684855953551
139,0.33,Good,D,SI1,63.1,55.0,4.38,4.4,2.77,584.5330362939378
140,1.22,Ideal,F,VS1,62.3,57.0,6.79,6.83,4.24,7122.399496174967
141,0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,412.66899858791544
142,1.07,Premium,G,SI1,60.5,62.0,6.69,6.6,4.02,5704.339769422011
143,1.01,Very Good,E,VVS2,60.2,60.0,6.46,6.5,3.9,5333.316633536666
144,0.23,Very Good,F,IF,59.5,58.0,4.0,4.03,2.39,-37.280975353846316
145,0.35,Very Good,D,VS1,60.9,58.0,4.54,4.56,2.77,622.154452283861
146,0.55,Ideal,F,VVS2,60.7,56.0,5.31,5.34,3.23,1855.4561200628066
147,0.9,Ideal,G,SI1,61.9,59.0,6.16,6.19,3.82,4527.4702256279525
148,0.72,Ideal,G,VVS1,62.2,57.0,5.72,5.75,3.57,3156.2419300563406
149,0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78,4055.025537614661
150,1.04,Ideal,H,SI1,61.9,57.0,6.49,6.46,4.01,5606.6022233706335
151,0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47,3003.18860034528
152,0.43,Ideal,F,SI1,61.3,56.0,4.9,4.86,2.99,1061.7780707089992
153,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,501.9221921609535
154,1.72,Fair,D,SI2,64.6,58.0,7.53,7.46,4.84,11429.326794342152
155,1.13,Ideal,G,SI1,61.8,55.0,6.71,6.75,4.16,6292.216371156439
156,0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,1747.3922184948053
157,0.3,Very Good,G,VS1,62.5,55.0,4.25,4.32,2.68,414.51100162619855
158,1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,9605.580859077414
159,2.02,Fair,H,SI2,56.5,61.0,8.33,8.37,4.72,13645.864916850685
160,0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73,460.6167700944618
161,0.7,Very Good,G,I1,61.5,63.0,5.73,5.65,3.5,2943.072470283825
162,1.26,Premium,I,SI1,60.5,62.0,6.97,6.92,4.2,7342.211305387537
163,0.3,Premium,D,VS2,62.5,59.0,4.28,4.23,2.66,383.53193507633
164,0.59,Very Good,H,VS1,62.1,55.0,5.37,5.41,3.35,2199.1841954748497
165,0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,3901.9722079035996
166,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,862.6189725296758
167,0.31,Ideal,H,IF,62.1,54.0,4.33,4.37,2.7,433.32170962116084
168,1.26,Ideal,I,SI2,62.0,56.0,7.0,6.94,4.32,7311.232238837668
169,1.51,Very Good,F,SI2,62.7,60.0,7.25,7.32,4.57,9588.612154120736
170,0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,1936.2249611575062
171,0.31,Ideal,G,VVS1,62.5,55.0,4.34,4.33,2.71,422.9953541045377
172,0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,1884.5931835743913
173,0.96,Premium,E,SI2,58.2,58.0,6.52,6.47,3.78,4764.250739797199
174,0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,1768.0449295280516
175,1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,5589.633518413957
176,1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,5582.26550626082
177,1.21,Ideal,H,SI1,62.1,59.0,6.81,6.75,4.21,7000.325233013776
178,2.02,Fair,H,VS2,64.5,57.0,8.0,7.95,5.14,13986.634648899246
179,1.52,Ideal,G,VS2,62.1,56.0,7.39,7.34,4.57,9545.464729015961
180,2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,14046.750778960697
181,0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56,304.60509701991487
182,0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,3066.988736483301
183,0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,3066.988736483301
184,2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,17101.56570135398
185,0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28,2087.436287830282
186,0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,1826.3190565512211
187,1.2,Very Good,I,SI1,62.9,54.0,6.75,6.77,4.25,6960.861813985568
188,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,1747.3922184948053
189,1.57,Premium,F,SI2,60.2,60.0,7.49,7.43,4.49,9949.30893448946
190,0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,2984.377892350318
191,1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,10042.246134139066
192,1.02,Very Good,D,VS2,63.2,58.0,6.4,6.36,4.03,5496.696318764349
193,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,9352.947980276691
194,0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,3087.6414475165475
195,0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,970.6828740976765
196,2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,13719.991408505328
197,0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,381.689932038046
198,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,1152.8732673203217
199,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,2943.072470283825
200,1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,6816.292836752847
201,1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,5708.02377549858
202,0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,3005.030603383564
203,0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,1755.8765709731447
204,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,5969.141006777641
205,0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8,4699.334263333974
206,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,2920.5777562122958
207,0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,2047.9728688020732
208,0.71,Very Good,G,VS2,63.5,59.0,5.67,5.63,3.59,3106.4521555115098
209,0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,4343.437829367023
210,1.06,Ideal,G,SI1,62.9,56.0,6.52,6.49,4.09,5778.466261076657
211,0.86,Premium,H,SI2,61.0,58.0,6.15,6.12,3.74,4132.110372632792
212,1.1,Premium,G,VS2,60.2,58.0,6.75,6.71,4.05,5946.646292706112
213,0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57,2974.0515368336946
214,1.04,Premium,G,VS1,61.5,61.0,6.56,6.51,4.02,5534.317734754273
215,0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,4759.450393395428
216,1.1,Premium,F,I1,59.8,61.0,6.7,6.65,3.99,5998.278070289227
217,2.12,Premium,H,SI2,62.3,58.0,8.25,8.16,5.12,14742.691282263128
218,0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78,522.5749031941989
219,0.9,Fair,I,VS2,65.8,55.0,6.05,6.01,3.97,4641.060136310805
220,0.71,Ideal,E,VS1,62.0,57.0,5.72,5.66,3.53,3054.820377928395
221,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,11527.064340393532
222,0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7,3779.8979447424085
223,0.75,Good,I,VVS1,63.9,61.0,5.7,5.67,3.63,3481.1592974734235
224,0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,974.3668801742448
225,0.34,Ideal,G,VS2,62.1,55.0,4.49,4.46,2.78,572.3646777390297
226,0.35,Premium,F,VS2,61.8,58.0,4.48,4.52,2.78,684.1125853835981
227,1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,7729.086805904359
228,1.7,Premium,G,SI1,61.7,58.0,7.69,7.6,4.72,11061.262001820294
229,1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,5374.622055603158
230,0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,1467.464279220782
231,0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,2910.2514006956726
232,1.01,Ideal,G,VS1,61.3,56.0,6.49,6.44,3.96,5302.337566986796
233,0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,4585.744352651122
234,0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,402.3426430712914
235,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,362.8792240430846
236,0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,3015.3569589001863
237,1.01,Premium,H,IF,62.1,59.0,6.47,6.41,4.0,5322.990278020043
238,1.5,Very Good,H,SI2,62.5,60.0,7.25,7.32,4.55,9487.190601992792
239,0.9,Very Good,D,VS1,62.2,58.0,6.14,6.18,3.83,4548.122936661199
240,0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,45.32986877913754
241,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,31.319507185945895
242,0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,601.5017412506147
243,0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,3175.052638051302
244,0.4,Very Good,G,IF,61.2,57.0,4.77,4.79,2.92,891.7560360412614
245,0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,331.90015749321515
246,1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,5333.316633536666
247,0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,1645.9706663668596
248,1.72,Premium,F,I1,60.1,58.0,7.77,7.74,4.66,11181.4942619432
249,0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1666.623377400106
250,0.7,Ideal,E,VS1,62.2,58.0,5.67,5.71,3.54,3005.030603383564
251,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1819.6767071111665
252,1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,5384.948411119781
253,0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,422.9953541045377
254,1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04,5467.559255252764
255,1.24,Good,E,SI1,63.5,55.0,6.82,6.86,4.35,7294.26353388099
256,1.01,Very Good,I,SI1,60.1,59.0,6.44,6.47,3.88,5353.969344569911
257,1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,5728.676486531826
258,0.9,Good,G,SI1,63.7,60.0,6.11,6.07,3.88,4579.102003211066
259,0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,1967.2040277073747
260,0.8,Very Good,F,SI1,61.6,56.0,5.96,6.0,3.68,3719.781814680955
261,0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,342.2265130098374
262,0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,3458.6645834018937
263,1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,6855.756255781053
264,1.51,Very Good,J,VS1,61.4,57.0,7.3,7.38,4.51,9536.980376537622
265,1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,6959.019810947284
266,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,3005.030603383564
267,0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,1817.8347040728818
268,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1324.737305026344
269,0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,972.5248771359604
270,0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,752.7130679233907
271,0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,2066.7835767970346
272,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,3021.9993083402414
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,9280.66349166033
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,7859.645421543889
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,5355.811347608196
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,982.8512326525836
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,792.1764869515995
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,580.8490302173684
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,342.2265130098374
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,6281.890015639817
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,752.7130679233907
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,831.6399059798064
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1647.8126694051443
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,371.36357652142283
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,11429.326794342152
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,7330.04294683263
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,5386.790414158065
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,10028.235772545875
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,792.1764869515995
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,17191.935235252222
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,5436.580188702896
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,433.32170962116084
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,14166.983039083607
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,2994.704247866941
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,5085.484101137714
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,9860.055740916421
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,470.94312561108404
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,9526.654021020999
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,50.13021518090841
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,5188.7476563039445
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,1011.9882961641682
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,5587.791515375673
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,10062.898845172313
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,5457.232899736142
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,18057.897773222383
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,3056.662380966679
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,4848.703586968467
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,472.78512864936874
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,7395.685086008935
310,2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,16007.69767930502
