carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1.5,Premium,H,VS2,62.4,59.0,7.32,7.29,4.56,8895.566998179398
1.5,Very Good,F,SI1,63.0,55.0,7.27,7.31,4.59,10651.509603676921
0.42,Ideal,F,VS1,61.0,57.0,4.87,4.84,2.96,987.3515752907078
1.01,Premium,G,VS2,61.6,58.0,6.45,6.4,3.96,5561.208867677455
2.48,Premium,I,SI2,63.0,62.0,8.62,8.58,5.42,17562.29462630708
1.02,Ideal,F,VVS2,61.1,56.3,6.48,6.52,3.97,5894.0776216895665
0.4,Ideal,D,VS2,61.3,57.0,4.77,4.75,2.92,943.1960190818781
0.7,Ideal,F,SI1,61.3,57.0,5.76,5.79,3.54,2933.7065098286525
1.01,Good,E,VS2,62.5,58.0,6.32,6.36,3.96,5977.608996792518
1.13,Very Good,I,VS2,60.7,58.0,6.72,6.75,4.09,5543.565810453979
1.09,Ideal,I,VS2,61.9,56.0,6.62,6.67,4.09,5236.1950867188725
0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,3134.428914368359
1.0,Premium,F,SI1,60.8,59.0,6.44,6.38,3.9,5806.615550158137
1.52,Ideal,H,VS2,61.8,54.0,7.42,7.43,4.59,9004.042269115242
0.41,Ideal,G,VVS2,62.2,56.0,4.75,4.8,2.97,1167.0247213189966
0.43,Very Good,J,VS2,60.9,59.0,4.86,4.9,2.97,733.378912099698
0.31,Very Good,E,SI2,60.8,61.0,4.39,4.43,2.68,494.7353003330336
0.33,Ideal,G,VS2,62.2,56.0,4.47,4.44,2.77,236.35332760102756
0.7,Premium,E,VS2,61.0,59.0,5.74,5.7,3.49,2949.2270232553824
0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77,617.0790416034608
1.16,Premium,H,SI2,62.6,57.0,6.75,6.67,4.2,5998.639736642088
0.51,Ideal,E,VS2,61.8,57.0,5.15,5.14,3.18,1597.165051203946
1.13,Good,G,I1,63.4,58.0,6.58,6.61,4.18,7067.023580601561
0.52,Premium,E,VS2,62.5,60.0,5.1,5.14,3.2,1842.4981397278816
0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,212.19748079980855
0.5,Fair,F,SI1,64.7,60.0,4.99,4.84,3.18,1585.8348140967278
1.08,Very Good,D,VS1,60.5,58.0,6.53,6.63,3.98,7032.102354609626
0.3,Premium,G,VS1,62.2,59.0,4.31,4.28,2.67,94.38929971237394
0.48,Ideal,J,VS1,62.2,54.0,5.01,5.06,3.13,810.0333446991363
1.51,Ideal,J,VS1,61.6,58.0,7.35,7.43,4.55,7780.917228489677
1.03,Premium,F,SI2,62.4,59.0,6.45,6.38,4.0,6022.614117642633
0.31,Very Good,G,VVS2,63.4,59.0,4.29,4.26,2.71,195.81510263793143
0.4,Ideal,G,IF,62.3,55.0,4.74,4.76,2.96,923.4680984943925
1.03,Ideal,E,VS2,61.7,56.0,6.45,6.54,4.01,5977.541721955577
1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,4685.333138324142
1.04,Very Good,J,SI2,62.8,57.0,6.44,6.5,4.06,4117.67882621693
0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,3039.0612233728057
0.29,Very Good,H,VVS2,61.2,56.0,4.26,4.29,2.61,308.7176996166022
1.09,Ideal,G,SI2,61.2,57.0,6.68,6.63,4.07,6225.3538883679375
0.74,Ideal,F,VS1,62.3,56.0,5.76,5.79,3.6,3374.2035955321844
0.42,Ideal,D,VS2,62.4,55.0,4.82,4.8,3.0,1034.465021038327
0.54,Ideal,I,SI1,62.0,55.0,5.21,5.25,3.24,1401.322538252849
0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,1746.253839967023
1.01,Premium,F,SI2,58.8,61.0,6.53,6.46,3.82,6021.091869352621
1.0,Premium,H,VS2,59.4,61.0,6.51,6.46,3.85,4849.289111874953
1.02,Premium,H,VS2,61.0,60.0,6.5,6.46,3.95,4954.749285775803
0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,3304.057179680979
1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,4883.646933122289
0.33,Good,D,SI1,63.1,55.0,4.38,4.4,2.77,699.3416428175738
1.22,Ideal,F,VS1,62.3,57.0,6.79,6.83,4.24,7871.178350669059
0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,546.9718942348591
1.07,Premium,G,SI1,60.5,62.0,6.69,6.6,4.02,5832.933097655861
1.01,Very Good,E,VVS2,60.2,60.0,6.46,6.5,3.9,5690.887081083413
0.23,Very Good,F,IF,59.5,58.0,4.0,4.03,2.39,235.1287158345749
0.35,Very Good,D,VS1,60.9,58.0,4.54,4.56,2.77,833.6359481904015
0.55,Ideal,F,VVS2,60.7,56.0,5.31,5.34,3.23,1859.2194455599465
0.9,Ideal,G,SI1,61.9,59.0,6.16,6.19,3.82,4997.17476250015
0.72,Ideal,G,VVS1,62.2,57.0,5.72,5.75,3.57,3442.0116606113347
0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78,4321.542889263799
1.04,Ideal,H,SI1,61.9,57.0,6.49,6.46,4.01,5111.536046312265
0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47,3033.622610712817
0.43,Ideal,F,SI1,61.3,56.0,4.9,4.86,2.99,1042.6491558358257
0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,615.1291307739939
1.72,Fair,D,SI2,64.6,58.0,7.53,7.46,4.84,12671.363875838559
1.13,Ideal,G,SI1,61.8,55.0,6.71,6.75,4.16,7025.134303579049
0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,1963.461544946223
0.3,Very Good,G,VS1,62.5,55.0,4.25,4.32,2.68,609.3820070512472
1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,10515.414423162838
2.02,Fair,H,SI2,56.5,61.0,8.33,8.37,4.72,13713.957249397808
0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73,400.45483258194463
0.7,Very Good,G,I1,61.5,63.0,5.73,5.65,3.5,2733.618518264466
1.26,Premium,I,SI1,60.5,62.0,6.97,6.92,4.2,6317.481084493587
0.3,Premium,D,VS2,62.5,59.0,4.28,4.23,2.66,360.9593981508301
0.59,Very Good,H,VS1,62.1,55.0,5.37,5.41,3.35,1824.3599256181042
0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,4083.5718501474266
0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,966.4264290955159
0.31,Ideal,H,IF,62.1,54.0,4.33,4.37,2.7,361.75107506588665
1.26,Ideal,I,SI2,62.0,56.0,7.0,6.94,4.32,5994.224363487206
1.51,Very Good,F,SI2,62.7,60.0,7.25,7.32,4.57,10842.571457121456
0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,2145.484050458574
0.31,Ideal,G,VVS1,62.5,55.0,4.34,4.33,2.71,250.14419983752305
0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,1585.9486065088995
0.96,Premium,E,SI2,58.2,58.0,6.52,6.47,3.78,4879.468514812553
0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,1840.9987617434476
1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,5027.713719499696
1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,5501.0243991080215
1.21,Ideal,H,SI1,62.1,59.0,6.81,6.75,4.21,6500.425271203077
2.02,Fair,H,VS2,64.5,57.0,8.0,7.95,5.14,13435.447378455881
1.52,Ideal,G,VS2,62.1,56.0,7.39,7.34,4.57,10295.336135638978
2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,13608.517473148244
0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56,450.7145763011058
0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,2386.1908603792763
0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,3392.1451147962334
2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,16299.575713753717
0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28,1400.9437024584936
0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,1979.7000272264822
1.2,Very Good,I,SI1,62.9,54.0,6.75,6.77,4.25,6016.09083590671
0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,1677.2411486376013
1.57,Premium,F,SI2,60.2,60.0,7.49,7.43,4.49,11638.31471922259
0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,1515.4512432855981
1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,9572.060892936555
1.02,Very Good,D,VS2,63.2,58.0,6.4,6.36,4.03,5864.334536939838
1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,10594.087414670234
0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,3267.7102189331345
0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,1017.1284900732535
2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,13515.348597656608
0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,75.3909987724137
0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,1150.0885944392003
0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,3201.6640126225384
1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,5420.537969888703
1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,6266.0511279691855
0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,3066.009750433808
0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,1771.2710064869834
1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,5518.501265845557
0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8,5014.245501625482
0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,3314.8829221804417
0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,1994.2896352502585
0.71,Very Good,G,VS2,63.5,59.0,5.67,5.63,3.59,3016.9953794706253
0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,4364.660049137145
1.06,Ideal,G,SI1,62.9,56.0,6.52,6.49,4.09,6081.689371811699
0.86,Premium,H,SI2,61.0,58.0,6.15,6.12,3.74,3713.536681511214
1.1,Premium,G,VS2,60.2,58.0,6.75,6.71,4.05,6349.520926647499
0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57,3025.816521393882
1.04,Premium,G,VS1,61.5,61.0,6.56,6.51,4.02,5775.912934487475
0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,5061.977153617147
1.1,Premium,F,I1,59.8,61.0,6.7,6.65,3.99,6784.804309830075
2.12,Premium,H,SI2,62.3,58.0,8.25,8.16,5.12,14376.50290771011
0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78,466.4576023323798
0.9,Fair,I,VS2,65.8,55.0,6.05,6.01,3.97,3216.811788515266
0.71,Ideal,E,VS1,62.0,57.0,5.72,5.66,3.53,3123.4172924626873
1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,12590.172952751038
0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7,3333.4082791747696
0.75,Good,I,VVS1,63.9,61.0,5.7,5.67,3.63,2420.5313392978774
0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,1114.378927653628
0.34,Ideal,G,VS2,62.1,55.0,4.49,4.46,2.78,329.4853289950545
0.35,Premium,F,VS2,61.8,58.0,4.48,4.52,2.78,706.6501681607715
1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,6921.294121795418
1.7,Premium,G,SI1,61.7,58.0,7.69,7.6,4.72,11854.760164800826
1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,5748.309212279584
0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,1427.1311671190542
0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,2840.2415609427553
1.01,Ideal,G,VS1,61.3,56.0,6.49,6.44,3.96,5528.770761498074
0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,3877.6058902130253
0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,413.098459856551
0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,450.6635840891465
0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,3335.5012789734374
1.01,Premium,H,IF,62.1,59.0,6.47,6.41,4.0,4800.7913357474
1.5,Very Good,H,SI2,62.5,60.0,7.25,7.32,4.55,8975.246225808518
0.9,Very Good,D,VS1,62.2,58.0,6.14,6.18,3.83,5067.264279596318
0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,152.64992488742064
0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,249.2505042010971
0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,570.2133573275423
0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,3685.731299789692
0.4,Very Good,G,IF,61.2,57.0,4.77,4.79,2.92,931.3319250569957
0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,481.20478500113495
1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,3524.8406356779947
0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,1775.0733911699876
1.72,Premium,F,I1,60.1,58.0,7.77,7.74,4.66,13135.421824222925
0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1687.9197488798272
0.7,Ideal,E,VS1,62.2,58.0,5.67,5.71,3.54,3095.0473750203773
0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1454.0916926624213
1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,5812.192192944084
0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,436.90095052281595
1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04,6021.083658478508
1.24,Good,E,SI1,63.5,55.0,6.82,6.86,4.35,8067.0547530338135
1.01,Very Good,I,SI1,60.1,59.0,6.44,6.47,3.88,4740.840632684326
1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,6385.195012531982
0.9,Good,G,SI1,63.7,60.0,6.11,6.07,3.88,4657.365231195314
0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,1965.4108635950665
0.8,Very Good,F,SI1,61.6,56.0,5.96,6.0,3.68,3869.500105378024
0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,339.69965584059264
0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,2968.9799964060453
1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,6477.019163021932
1.51,Very Good,J,VS1,61.4,57.0,7.3,7.38,4.51,7894.630523921001
1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,6477.542490146401
0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,3067.159245430093
0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,1423.6658692616402
0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1364.9296183172573
0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,1000.3196218031712
0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,792.0946258907716
0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,2056.7142717342954
0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,3330.775687487485
1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,10244.425364899327
1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,7409.357052504206
1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,6187.702532948348
0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,796.2318725201162
0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,794.971706462421
0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,632.3606519579025
0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,417.43422853578295
1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,5372.258312970722
0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,844.8851886020084
0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,657.4676596895258
0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1420.7743195629196
0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,489.5548976448181
1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,13132.6916012985
1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,6940.305800250127
1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,5977.021871947949
1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,9165.402964121302
0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,793.1402630532693
2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,14737.223858391979
1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,5862.7749758556965
0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,353.95392186703975
2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,11975.31708282241
0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,3123.7227261106923
1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,4386.808472743059
1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,9289.826138719887
0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,559.9401072277096
1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,10750.788355373305
0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,490.04380618061805
1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,5563.653513047269
0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,1299.6730764868198
1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,5069.506639532184
1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,9313.839619198337
1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,5989.680071619605
2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,16069.179060686449
0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,3284.834021864077
0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,5049.793799279612
0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,621.364871535272
1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,5721.037777374775
2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,15516.463084000407
0.28,Ideal,G,IF,60.9,57.0,4.24,4.27,2.59,265.37267562599754
1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,8831.258124703778
0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,1166.3383843797956
1.7,Very Good,F,SI2,63.4,57.0,7.54,7.57,4.79,12803.305600557786
2.01,Good,J,SI2,63.4,59.0,7.95,7.99,5.05,11431.215464554201
0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,379.8434827688575
0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,1981.3251409978589
0.33,Premium,E,VVS1,59.7,58.0,4.52,4.49,2.69,492.47831261486317
1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,6957.338644254129
1.51,Very Good,J,SI1,62.9,59.0,7.25,7.29,4.57,7559.270858591353
0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,342.7825064622375
0.7,Very Good,E,VS1,63.4,57.0,5.63,5.67,3.58,3173.5407726871304
0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,-975.9354922480588
0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,1630.3108497906524
